"Laboratorio","Provincia","Cantón","Rango","Sexo","N dosis","Periodo","Cantidad"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","M","DV1 - PRIMER DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","M","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","100 o mas","M","DV1 - PRIMER DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","100 o mas","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","12"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","96"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","58"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","34"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","11"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","42"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","63"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","80"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","5"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","81"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","46"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","25"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","37"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","46"
"PFIZER INC - USA","CARTAGO","LA UNION","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","62"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","17"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","186"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","116"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","64"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","27"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","80"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","121"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","151"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","13"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","151"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","108"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","41"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","15"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","63"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","99"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","138"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","X","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","30 a 40","X","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV1 - PRIMER DOSIS VIDA","12-2020","8"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","139"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","69"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","53"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","31"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","51"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","98"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","91"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV1 - PRIMER DOSIS VIDA","12-2020","13"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","119"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV1 - PRIMER DOSIS VIDA","2-2021","68"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV1 - PRIMER DOSIS VIDA","3-2021","48"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV1 - PRIMER DOSIS VIDA","4-2021","13"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","52"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","79"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","103"
"PFIZER INC - USA","CARTAGO","LA UNION","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV1 - PRIMER DOSIS VIDA","1-2021","85"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV1 - PRIMER DOSIS VIDA","2-2021","51"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV1 - PRIMER DOSIS VIDA","3-2021","41"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV1 - PRIMER DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","24"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","63"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","81"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV1 - PRIMER DOSIS VIDA","12-2020","6"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","94"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","51"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","45"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV1 - PRIMER DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","26"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","73"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","82"
"PFIZER INC - USA","CARTAGO","LA UNION","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","17"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","37"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","140"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","483"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","12"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","140"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","21"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV1 - PRIMER DOSIS VIDA","12-2020","3"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","32"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","31"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","103"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","318"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","9"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","107"
"PFIZER INC - USA","CARTAGO","LA UNION","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","164"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","983"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","520"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","6"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","821"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","184"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","113"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","824"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","462"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","687"
"PFIZER INC - USA","CARTAGO","LA UNION","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","130"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","345"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","341"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","31"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","8"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","638"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","24"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV1 - PRIMER DOSIS VIDA","12-2020","3"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","238"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","258"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","23"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","8"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","467"
"PFIZER INC - USA","CARTAGO","LA UNION","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","17"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV1 - PRIMER DOSIS VIDA","1-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","86"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","67"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","134"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV1 - PRIMER DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","47"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","22"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","64"
"PFIZER INC - USA","CARTAGO","LA UNION","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","10 a 20","F","DV1 - PRIMER DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","10 a 20","F","DV1 - PRIMER DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","10 a 20","M","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","56"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","32"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","17"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","17"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","43"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","42"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","33"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","27"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","7"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","12"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","25"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","29"
"PFIZER INC - USA","CARTAGO","OREAMUNO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","3"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","89"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","42"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","35"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","27"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","64"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","65"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","65"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","48"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","24"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","18"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","48"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","65"
"PFIZER INC - USA","CARTAGO","OREAMUNO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","57"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","6"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","10"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","48"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","30"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","37"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","2-2021","28"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","3-2021","16"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","12"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","27"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","40"
"PFIZER INC - USA","CARTAGO","OREAMUNO","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","1-2021","28"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","2-2021","9"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","3-2021","11"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV1 - PRIMER DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","22"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","20"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","33"
"PFIZER INC - USA","CARTAGO","OREAMUNO","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","16"
